,participant_id,participant_number,sex,type,stress,intuition,influence,pre_behavior,post_behavior,days,total,youtube,percentage,stage
0,MP_1,1,Male,Metaphorical,6,4,4,1,2,0,14664,2640.0,18.00327332242230,0
1,MP_1,1,Male,Metaphorical,6,4,4,1,2,1,17221,1615.0,9.378084896347480,0
2,MP_1,1,Male,Metaphorical,6,4,4,1,2,2,17301,1831.0,10.583203283047200,0
3,MP_1,1,Male,Metaphorical,6,4,4,1,2,3,17415,1362.0,7.8208440999138700,0
4,MP_1,1,Male,Metaphorical,6,4,4,1,2,4,11753,2441.0,20.769165319492900,0
5,MP_1,1,Male,Metaphorical,6,4,4,1,2,5,17872,0.0,0.0,1
6,MP_1,1,Male,Metaphorical,6,4,4,1,2,6,17221,579.0,3.362174089774110,1
7,MP_1,1,Male,Metaphorical,6,4,4,1,2,7,17301,139.0,0.8034217675278890,1
8,MP_1,1,Male,Metaphorical,6,4,4,1,2,8,17415,686.0,3.939132931380990,1
9,MP_1,1,Male,Metaphorical,6,4,4,1,2,9,16401,792.0,4.82897384305835,1
10,MP_1,1,Male,Metaphorical,6,4,4,1,2,10,9850,402.0,4.081218274111680,1
11,MP_1,1,Male,Metaphorical,6,4,4,1,2,11,13006,1453.0,11.17176687682610,1
12,MP_1,1,Male,Metaphorical,6,4,4,1,2,12,8516,696.0,8.172851103804600,1
13,MP_1,1,Male,Metaphorical,6,4,4,1,2,13,19474,1733.0,8.899044880353290,1
14,MP_1,1,Male,Metaphorical,6,4,4,1,2,14,13416,500.0,3.7268932617769800,1
15,MP_1,1,Male,Metaphorical,6,4,4,1,2,15,15441,30.0,0.19428793471925400,2
16,MP_1,1,Male,Metaphorical,6,4,4,1,2,16,4942,107.0,2.165115337919870,2
17,MP_1,1,Male,Metaphorical,6,4,4,1,2,17,18653,709.0,3.800997158634,2
18,MP_1,1,Male,Metaphorical,6,4,4,1,2,18,15979,1079.0,6.752612804305650,2
19,MP_1,1,Male,Metaphorical,6,4,4,1,2,19,22365,864.0,3.86317907444668,2
20,SP_1,2,Male,Simile,1,4,2,3,3,0,9193,331.0,3.6005656477754800,0
21,SP_1,2,Male,Simile,1,4,2,3,3,1,11736,506.0,4.311520109066120,0
22,SP_1,2,Male,Simile,1,4,2,3,3,2,7002,407.0,5.812624964295920,0
23,SP_1,2,Male,Simile,1,4,2,3,3,3,16762,20.0,0.11931750387781900,0
24,SP_1,2,Male,Simile,1,4,2,3,3,4,38534,49.0,0.12716042975035000,0
25,SP_1,2,Male,Simile,1,4,2,3,3,5,16711,17.0,0.10172939979654100,1
26,SP_1,2,Male,Simile,1,4,2,3,3,6,22623,0.0,0.0,1
27,SP_1,2,Male,Simile,1,4,2,3,3,7,24791,272.0,1.0971723609374400,1
28,SP_1,2,Male,Simile,1,4,2,3,3,8,18305,0.0,0.0,1
29,SP_1,2,Male,Simile,1,4,2,3,3,9,32014,311.0,0.9714499906291000,1
30,SP_1,2,Male,Simile,1,4,2,3,3,10,18712,103.0,0.5504489097905090,1
31,SP_1,2,Male,Simile,1,4,2,3,3,11,,,,1
32,SP_1,2,Male,Simile,1,4,2,3,3,12,21821,0.0,0.0,1
33,SP_1,2,Male,Simile,1,4,2,3,3,13,6715,0.0,0.0,1
34,SP_1,2,Male,Simile,1,4,2,3,3,14,17576,331.0,1.8832498862084700,1
35,SP_1,2,Male,Simile,1,4,2,3,3,15,,,,2
36,SP_1,2,Male,Simile,1,4,2,3,3,16,25268,506.0,2.0025328478708200,2
37,SP_1,2,Male,Simile,1,4,2,3,3,17,18727,407.0,2.173332621348860,2
38,SP_1,2,Male,Simile,1,4,2,3,3,18,22184,108.0,0.48683736025964700,2
39,SP_1,2,Male,Simile,1,4,2,3,3,19,28641,369.0,1.2883628364931400,2
40,MP_2,3,Female,Metaphorical,3,4,4,5,5,0,12560,697.0,5.549363057324840,0
41,MP_2,3,Female,Metaphorical,3,4,4,5,5,1,7712,205.0,2.658195020746890,0
42,MP_2,3,Female,Metaphorical,3,4,4,5,5,2,18763,791.0,4.215743750999310,0
43,MP_2,3,Female,Metaphorical,3,4,4,5,5,3,18945,982.0,5.183425705991030,0
44,MP_2,3,Female,Metaphorical,3,4,4,5,5,4,19846,3222.0,16.235009573717600,0
45,MP_2,3,Female,Metaphorical,3,4,4,5,5,5,21873,545.0,2.491656380011890,1
46,MP_2,3,Female,Metaphorical,3,4,4,5,5,6,15101,548.0,3.628898748427260,1
47,MP_2,3,Female,Metaphorical,3,4,4,5,5,7,34211,1984.0,5.799304317324840,1
48,MP_2,3,Female,Metaphorical,3,4,4,5,5,8,11083,1016.0,9.167192998285660,1
49,MP_2,3,Female,Metaphorical,3,4,4,5,5,9,15013,1199.0,7.9864117764604,1
50,MP_2,3,Female,Metaphorical,3,4,4,5,5,10,31508,2094.0,6.645931192078200,1
51,MP_2,3,Female,Metaphorical,3,4,4,5,5,11,22793,3433.0,15.061641732110700,1
52,MP_2,3,Female,Metaphorical,3,4,4,5,5,12,18100,61.0,0.3370165745856350,1
53,MP_2,3,Female,Metaphorical,3,4,4,5,5,13,17836,1097.0,6.150482170890330,1
54,MP_2,3,Female,Metaphorical,3,4,4,5,5,14,28165,2514.0,8.925971951003020,1
55,MP_2,3,Female,Metaphorical,3,4,4,5,5,15,40820,169.0,0.4140127388535030,2
56,MP_2,3,Female,Metaphorical,3,4,4,5,5,16,20601,5114.0,24.824037668074400,2
57,MP_2,3,Female,Metaphorical,3,4,4,5,5,17,28013,197.0,0.7032449220005000,2
58,MP_2,3,Female,Metaphorical,3,4,4,5,5,18,17910,0.0,0.0,2
59,MP_2,3,Female,Metaphorical,3,4,4,5,5,19,43208,655.0,1.5159229772264400,2
60,SP_2,4,Male,Simile,3,5,4,5,5,0,32544,5085.0,15.625,0
61,SP_2,4,Male,Simile,3,5,4,5,5,1,29922,2081.0,6.954749014103340,0
62,SP_2,4,Male,Simile,3,5,4,5,5,2,22980,7724.0,33.6118363794604,0
63,SP_2,4,Male,Simile,3,5,4,5,5,3,29399,2006.0,6.823361338821050,0
64,SP_2,4,Male,Simile,3,5,4,5,5,4,7883,1060.0,13.446657363947700,0
65,SP_2,4,Male,Simile,3,5,4,5,5,5,15502,1277.0,8.237646755257390,1
66,SP_2,4,Male,Simile,3,5,4,5,5,6,30467,2535.0,8.320477894114940,1
67,SP_2,4,Male,Simile,3,5,4,5,5,7,22152,4950.0,22.345612134344500,1
68,SP_2,4,Male,Simile,3,5,4,5,5,8,24824,2238.0,9.015468901063490,1
69,SP_2,4,Male,Simile,3,5,4,5,5,9,20302,2251.0,11.087577578563700,1
70,SP_2,4,Male,Simile,3,5,4,5,5,10,27199,10692.0,39.31026875988090,1
71,SP_2,4,Male,Simile,3,5,4,5,5,11,29988,9411.0,31.38255302120850,1
72,SP_2,4,Male,Simile,3,5,4,5,5,12,22662,8123.0,35.84414438266700,1
73,SP_2,4,Male,Simile,3,5,4,5,5,13,29543,10446.0,35.3586297938598,1
74,SP_2,4,Male,Simile,3,5,4,5,5,14,28685,9022.0,31.451978385916000,1
75,SP_2,4,Male,Simile,3,5,4,5,5,15,31557,4187.0,13.268054631302100,2
76,SP_2,4,Male,Simile,3,5,4,5,5,16,29839,2144.0,7.185227386976780,2
77,SP_2,4,Male,Simile,3,5,4,5,5,17,12659,1664.0,13.144798167311800,2
78,SP_2,4,Male,Simile,3,5,4,5,5,18,21290,119.0,0.5589478628464070,2
79,SP_2,4,Male,Simile,3,5,4,5,5,19,19015,1506.0,7.920063108072570,2
80,MP_3,5,Female,Metaphorical,3,4,3,1,2,0,916,400.0,43.66812227074240,0
81,MP_3,5,Female,Metaphorical,3,4,3,1,2,1,31760,5608.0,17.65743073047860,0
82,MP_3,5,Female,Metaphorical,3,4,3,1,2,2,34753,42.0,0.1208528760107040,0
83,MP_3,5,Female,Metaphorical,3,4,3,1,2,3,24747,161.0,0.6505839091607060,0
84,MP_3,5,Female,Metaphorical,3,4,3,1,2,4,16124,0.0,0.0,0
85,MP_3,5,Female,Metaphorical,3,4,3,1,2,5,5898,0.0,0.0,1
86,MP_3,5,Female,Metaphorical,3,4,3,1,2,6,9779,440.0,4.499437570303710,1
87,MP_3,5,Female,Metaphorical,3,4,3,1,2,7,31844,8.0,0.025122472051249800,1
88,MP_3,5,Female,Metaphorical,3,4,3,1,2,8,13453,374.0,2.7800490596892900,1
89,MP_3,5,Female,Metaphorical,3,4,3,1,2,9,22533,205.0,0.9097767718457370,1
90,MP_3,5,Female,Metaphorical,3,4,3,1,2,10,22533,,,1
91,MP_3,5,Female,Metaphorical,3,4,3,1,2,11,26386,272.0,1.0308496930190300,1
92,MP_3,5,Female,Metaphorical,3,4,3,1,2,12,26386,,,1
93,MP_3,5,Female,Metaphorical,3,4,3,1,2,13,22636,194.0,0.8570418801908470,1
94,MP_3,5,Female,Metaphorical,3,4,3,1,2,14,26282,0.0,0.0,1
95,MP_3,5,Female,Metaphorical,3,4,3,1,2,15,22410,0.0,0.0,2
96,MP_3,5,Female,Metaphorical,3,4,3,1,2,16,9977,0.0,0.0,2
97,MP_3,5,Female,Metaphorical,3,4,3,1,2,17,38221,442.0,1.1564323277779200,2
98,MP_3,5,Female,Metaphorical,3,4,3,1,2,18,42935,0.0,0.0,2
99,MP_3,5,Female,Metaphorical,3,4,3,1,2,19,22262,1132.0,5.084898032521790,2
100,SP_3,6,Female,Simile,1,4,2,5,6,0,6792,0.0,0.0,0
101,SP_3,6,Female,Simile,1,4,2,5,6,1,,,,0
102,SP_3,6,Female,Simile,1,4,2,5,6,2,1188,82.0,6.902356902356900,0
103,SP_3,6,Female,Simile,1,4,2,5,6,3,28786,435.0,1.5111512540818500,0
104,SP_3,6,Female,Simile,1,4,2,5,6,4,10483,5260.0,50.17647619956120,0
105,SP_3,6,Female,Simile,1,4,2,5,6,5,28786,0.0,0.0,1
106,SP_3,6,Female,Simile,1,4,2,5,6,6,26500,4.0,0.01509433962264150,1
107,SP_3,6,Female,Simile,1,4,2,5,6,7,11019,0.0,0.0,1
108,SP_3,6,Female,Simile,1,4,2,5,6,8,15782,0.0,0.0,1
109,SP_3,6,Female,Simile,1,4,2,5,6,9,11386,0.0,0.0,1
110,SP_3,6,Female,Simile,1,4,2,5,6,10,31326,0.0,0.0,1
111,SP_3,6,Female,Simile,1,4,2,5,6,11,19514,0.0,0.0,1
112,SP_3,6,Female,Simile,1,4,2,5,6,12,10677,8389.0,78.57075957666010,1
113,SP_3,6,Female,Simile,1,4,2,5,6,13,18248,0.0,0.0,1
114,SP_3,6,Female,Simile,1,4,2,5,6,14,30373,4484.0,14.763111974451000,1
115,SP_3,6,Female,Simile,1,4,2,5,6,15,23474,0.0,0.0,2
116,SP_3,6,Female,Simile,1,4,2,5,6,16,14656,0.0,0.0,2
117,SP_3,6,Female,Simile,1,4,2,5,6,17,10124,0.0,0.0,2
118,SP_3,6,Female,Simile,1,4,2,5,6,18,10439,0.0,0.0,2
119,SP_3,6,Female,Simile,1,4,2,5,6,19,8331,0.0,0.0,2
120,SP_4,7,Male,Simile,2,2,1,1,1,0,7647,2324.0,30.391003007715400,0
121,SP_4,7,Male,Simile,2,2,1,1,1,1,15795,166.0,1.0509654954099400,0
122,SP_4,7,Male,Simile,2,2,1,1,1,2,23195,1911.0,8.238844578572970,0
123,SP_4,7,Male,Simile,2,2,1,1,1,3,1338,0.0,0.0,0
124,SP_4,7,Male,Simile,2,2,1,1,1,4,18035,0.0,0.0,0
125,SP_4,7,Male,Simile,2,2,1,1,1,5,8321,5.0,0.06008893161879580,1
126,SP_4,7,Male,Simile,2,2,1,1,1,6,13257,4025.0,30.36131854869130,1
127,SP_4,7,Male,Simile,2,2,1,1,1,7,4551,1253.0,27.532410459239700,1
128,SP_4,7,Male,Simile,2,2,1,1,1,8,6742,0.0,0.0,1
129,SP_4,7,Male,Simile,2,2,1,1,1,9,13481,0.0,0.0,1
130,SP_4,7,Male,Simile,2,2,1,1,1,10,13733,2877.0,20.94953761013620,1
131,SP_4,7,Male,Simile,2,2,1,1,1,11,10714,4.0,0.037334328915437700,1
132,SP_4,7,Male,Simile,2,2,1,1,1,12,8128,65.0,0.7997047244094490,1
133,SP_4,7,Male,Simile,2,2,1,1,1,13,3018,22.0,0.7289595758780650,1
134,SP_4,7,Male,Simile,2,2,1,1,1,14,12151,426.0,3.505884289358900,1
135,SP_4,7,Male,Simile,2,2,1,1,1,15,8347,527.0,6.313645621181260,2
136,SP_4,7,Male,Simile,2,2,1,1,1,16,18595,432.0,2.3232051626781400,2
137,SP_4,7,Male,Simile,2,2,1,1,1,17,8127,1265.0,15.565399286329500,2
138,SP_4,7,Male,Simile,2,2,1,1,1,18,8196,637.0,7.772083943387020,2
139,SP_4,7,Male,Simile,2,2,1,1,1,19,16536,0.0,0.0,2
140,MP_4,9,Male,Metaphorical,4,4,2,1,2,0,9898,1458.0,14.730248535057600,0
141,MP_4,9,Male,Metaphorical,4,4,2,1,2,1,,,,0
142,MP_4,9,Male,Metaphorical,4,4,2,1,2,2,10487,1202.0,11.461809859826500,0
143,MP_4,9,Male,Metaphorical,4,4,2,1,2,3,15057,3173.0,21.073254964468400,0
144,MP_4,9,Male,Metaphorical,4,4,2,1,2,4,13208,180.0,1.362810417928530,0
145,MP_4,9,Male,Metaphorical,4,4,2,1,2,5,23836,1691.0,7.094311126027860,1
146,MP_4,9,Male,Metaphorical,4,4,2,1,2,6,8908,0.0,0.0,1
147,MP_4,9,Male,Metaphorical,4,4,2,1,2,7,23027,2499.0,10.852477526382100,1
148,MP_4,9,Male,Metaphorical,4,4,2,1,2,8,29583,215.0,0.7267687523239700,1
149,MP_4,9,Male,Metaphorical,4,4,2,1,2,9,24350,3787.0,15.552361396303900,1
150,MP_4,9,Male,Metaphorical,4,4,2,1,2,10,30238,4888.0,16.165090283748900,1
151,MP_4,9,Male,Metaphorical,4,4,2,1,2,11,7956,1750.0,21.99597787833080,1
152,MP_4,9,Male,Metaphorical,4,4,2,1,2,12,36599,4721.0,12.899259542610500,1
153,MP_4,9,Male,Metaphorical,4,4,2,1,2,13,8664,1327.0,15.316251154201300,1
154,MP_4,9,Male,Metaphorical,4,4,2,1,2,14,8895,3139.0,35.28948847667230,1
155,MP_4,9,Male,Metaphorical,4,4,2,1,2,15,,,,2
156,MP_4,9,Male,Metaphorical,4,4,2,1,2,16,22535,5742.0,25.48036387841140,2
157,MP_4,9,Male,Metaphorical,4,4,2,1,2,17,16288,7014.0,43.062377210216100,2
158,MP_4,9,Male,Metaphorical,4,4,2,1,2,18,38,2.0,5.263157894736840,2
159,MP_4,9,Male,Metaphorical,4,4,2,1,2,19,,,,2
160,MP_5,10,Female,Metaphorical,2,2,2,1,3,0,22411,30.0,0.13386283521485000,0
161,MP_5,10,Female,Metaphorical,2,2,2,1,3,1,1896,0.0,0.0,0
162,MP_5,10,Female,Metaphorical,2,2,2,1,3,2,21724,1574.0,7.245442828208430,0
163,MP_5,10,Female,Metaphorical,2,2,2,1,3,3,21724,,,0
164,MP_5,10,Female,Metaphorical,2,2,2,1,3,4,24043,5047.0,20.99155679407730,0
165,MP_5,10,Female,Metaphorical,2,2,2,1,3,5,16715,381.0,2.279389769667960,1
166,MP_5,10,Female,Metaphorical,2,2,2,1,3,6,20692,1877.0,9.071138604291510,1
167,MP_5,10,Female,Metaphorical,2,2,2,1,3,7,1718,0.0,0.0,1
168,MP_5,10,Female,Metaphorical,2,2,2,1,3,8,,,,1
169,MP_5,10,Female,Metaphorical,2,2,2,1,3,9,6157,0.0,0.0,1
170,MP_5,10,Female,Metaphorical,2,2,2,1,3,10,11712,610.0,5.208333333333330,1
171,MP_5,10,Female,Metaphorical,2,2,2,1,3,11,31640,605.0,1.9121365360303400,1
172,MP_5,10,Female,Metaphorical,2,2,2,1,3,12,25206,0.0,0.0,1
173,MP_5,10,Female,Metaphorical,2,2,2,1,3,13,,,,1
174,MP_5,10,Female,Metaphorical,2,2,2,1,3,14,26379,2024.0,7.672770006444520,1
175,MP_5,10,Female,Metaphorical,2,2,2,1,3,15,22232,722.0,3.247571068729760,2
176,MP_5,10,Female,Metaphorical,2,2,2,1,3,16,36366,0.0,0.0,2
177,MP_5,10,Female,Metaphorical,2,2,2,1,3,17,19750,5556.0,28.13164556962030,2
178,MP_5,10,Female,Metaphorical,2,2,2,1,3,18,,,,2
179,MP_5,10,Female,Metaphorical,2,2,2,1,3,19,23670,0.0,0.0,2
180,MP_6,12,Male,Metaphorical,5,2,4,1,3,0,37865,687.0,1.8143404199128500,0
181,MP_6,12,Male,Metaphorical,5,2,4,1,3,1,34990,17.0,0.04858531008859670,0
182,MP_6,12,Male,Metaphorical,5,2,4,1,3,2,17952,1067.0,5.943627450980390,0
183,MP_6,12,Male,Metaphorical,5,2,4,1,3,3,26310,2172.0,8.255416191562140,0
184,MP_6,12,Male,Metaphorical,5,2,4,1,3,4,19849,2633.0,13.265151896821000,0
185,MP_6,12,Male,Metaphorical,5,2,4,1,3,5,33338,124.0,0.37194792729017900,1
186,MP_6,12,Male,Metaphorical,5,2,4,1,3,6,25943,0.0,0.0,1
187,MP_6,12,Male,Metaphorical,5,2,4,1,3,7,15798,641.0,4.05747562982656,1
188,MP_6,12,Male,Metaphorical,5,2,4,1,3,8,2863,0.0,0.0,1
189,MP_6,12,Male,Metaphorical,5,2,4,1,3,9,,,,1
190,MP_6,12,Male,Metaphorical,5,2,4,1,3,10,,,,1
191,MP_6,12,Male,Metaphorical,5,2,4,1,3,11,3591,0.0,0.0,1
192,MP_6,12,Male,Metaphorical,5,2,4,1,3,12,25606,875.0,3.417167851284860,1
193,MP_6,12,Male,Metaphorical,5,2,4,1,3,13,14819,0.0,0.0,1
194,MP_6,12,Male,Metaphorical,5,2,4,1,3,14,5516,5471.0,99.18419144307470,1
195,MP_6,12,Male,Metaphorical,5,2,4,1,3,15,,,,2
196,MP_6,12,Male,Metaphorical,5,2,4,1,3,16,,,,2
197,MP_6,12,Male,Metaphorical,5,2,4,1,3,17,2618,0.0,0.0,2
198,MP_6,12,Male,Metaphorical,5,2,4,1,3,18,12379,0.0,0.0,2
199,MP_6,12,Male,Metaphorical,5,2,4,1,3,19,,,,2
200,MP_7,13,Female,Metaphorical,3,3,4,1,2,0,21114,7172.0,33.96798332859710,0
201,MP_7,13,Female,Metaphorical,3,3,4,1,2,1,10650,0.0,0.0,0
202,MP_7,13,Female,Metaphorical,3,3,4,1,2,2,16840,2995.0,17.78503562945370,0
203,MP_7,13,Female,Metaphorical,3,3,4,1,2,3,9151,4051.0,44.268385968746600,0
204,MP_7,13,Female,Metaphorical,3,3,4,1,2,4,7575,1594.0,21.042904290429000,0
205,MP_7,13,Female,Metaphorical,3,3,4,1,2,5,10323,557.0,5.3957182989441100,1
206,MP_7,13,Female,Metaphorical,3,3,4,1,2,6,17327,536.0,3.093437986956770,1
207,MP_7,13,Female,Metaphorical,3,3,4,1,2,7,14607,1816.0,12.43239542685010,1
208,MP_7,13,Female,Metaphorical,3,3,4,1,2,8,8346,2185.0,26.180206086748100,1
209,MP_7,13,Female,Metaphorical,3,3,4,1,2,9,14990,3631.0,24.222815210140100,1
210,MP_7,13,Female,Metaphorical,3,3,4,1,2,10,18979,4955.0,26.1078033616102,1
211,MP_7,13,Female,Metaphorical,3,3,4,1,2,11,24025,2734.0,11.37981269510930,1
212,MP_7,13,Female,Metaphorical,3,3,4,1,2,12,19007,1266.0,6.660703951175880,1
213,MP_7,13,Female,Metaphorical,3,3,4,1,2,13,11421,2939.0,25.733298310130500,1
214,MP_7,13,Female,Metaphorical,3,3,4,1,2,14,7885,0.0,0.0,1
215,MP_7,13,Female,Metaphorical,3,3,4,1,2,15,2398,1621.0,67.59799833194330,2
216,MP_7,13,Female,Metaphorical,3,3,4,1,2,16,,,,2
217,MP_7,13,Female,Metaphorical,3,3,4,1,2,17,364,0.0,0.0,2
218,MP_7,13,Female,Metaphorical,3,3,4,1,2,18,,,,2
219,MP_7,13,Female,Metaphorical,3,3,4,1,2,19,32441,587.0,1.8094386732838100,2
220,MP_8,14,Male,Metaphorical,3,3,3,1,2,0,5299,4.0,0.07548594074353650,0
221,MP_8,14,Male,Metaphorical,3,3,3,1,2,1,,,,0
222,MP_8,14,Male,Metaphorical,3,3,3,1,2,2,6369,0.0,0.0,0
223,MP_8,14,Male,Metaphorical,3,3,3,1,2,3,10737,233.0,2.1700661264785300,0
224,MP_8,14,Male,Metaphorical,3,3,3,1,2,4,,,,0
225,MP_8,14,Male,Metaphorical,3,3,3,1,2,5,8351,0.0,0.0,1
226,MP_8,14,Male,Metaphorical,3,3,3,1,2,6,24444,0.0,0.0,1
227,MP_8,14,Male,Metaphorical,3,3,3,1,2,7,22501,0.0,0.0,1
228,MP_8,14,Male,Metaphorical,3,3,3,1,2,8,30421,1867.0,6.137207849840570,1
229,MP_8,14,Male,Metaphorical,3,3,3,1,2,9,10969,857.0,7.812927340687390,1
230,MP_8,14,Male,Metaphorical,3,3,3,1,2,10,22679,442.0,1.9489395475991000,1
231,MP_8,14,Male,Metaphorical,3,3,3,1,2,11,29233,199.0,0.6807375226627440,1
232,MP_8,14,Male,Metaphorical,3,3,3,1,2,12,6637,4.0,0.06026819346090100,1
233,MP_8,14,Male,Metaphorical,3,3,3,1,2,13,19648,2452.0,12.479641693811100,1
234,MP_8,14,Male,Metaphorical,3,3,3,1,2,14,8873,1992.0,22.450129606671900,1
235,MP_8,14,Male,Metaphorical,3,3,3,1,2,15,29722,1487.0,5.003028060022880,2
236,MP_8,14,Male,Metaphorical,3,3,3,1,2,16,34986,852.0,2.4352598182130000,2
237,MP_8,14,Male,Metaphorical,3,3,3,1,2,17,10425,0.0,0.0,2
238,MP_8,14,Male,Metaphorical,3,3,3,1,2,18,13059,0.0,0.0,2
239,MP_8,14,Male,Metaphorical,3,3,3,1,2,19,15240,3540.0,23.228346456692900,2
240,SP_5,15,Male,Simile,7,4,1,2,2,0,46454,1623.0,3.493778791923190,0
241,SP_5,15,Male,Simile,7,4,1,2,2,1,46995,0.0,0.0,0
242,SP_5,15,Male,Simile,7,4,1,2,2,2,31997,4447.0,13.898177954183200,0
243,SP_5,15,Male,Simile,7,4,1,2,2,3,964,0.0,0.0,0
244,SP_5,15,Male,Simile,7,4,1,2,2,4,44948,5580.0,12.414345465871700,0
245,SP_5,15,Male,Simile,7,4,1,2,2,5,41645,74.0,0.17769240004802500,1
246,SP_5,15,Male,Simile,7,4,1,2,2,6,22278,64.0,0.2872789298859860,1
247,SP_5,15,Male,Simile,7,4,1,2,2,7,24161,97.0,0.4014734489466500,1
248,SP_5,15,Male,Simile,7,4,1,2,2,8,22668,397.0,1.7513675666137300,1
249,SP_5,15,Male,Simile,7,4,1,2,2,9,25641,615.0,2.3985023985024000,1
250,SP_5,15,Male,Simile,7,4,1,2,2,10,45771,3405.0,7.439208232286820,1
251,SP_5,15,Male,Simile,7,4,1,2,2,11,53057,6355.0,11.97768437717930,1
252,SP_5,15,Male,Simile,7,4,1,2,2,12,26042,10028.0,38.507027110053000,1
253,SP_5,15,Male,Simile,7,4,1,2,2,13,53802,7636.0,14.192780937511600,1
254,SP_5,15,Male,Simile,7,4,1,2,2,14,24412,4513.0,18.486809765689000,1
255,SP_5,15,Male,Simile,7,4,1,2,2,15,42898,4932.0,11.497039489020500,2
256,SP_5,15,Male,Simile,7,4,1,2,2,16,38488,2932.0,7.617958844315110,2
257,SP_5,15,Male,Simile,7,4,1,2,2,17,44712,1058.0,2.366255144032920,2
258,SP_5,15,Male,Simile,7,4,1,2,2,18,47125,1706.0,3.6201591511936300,2
259,SP_5,15,Male,Simile,7,4,1,2,2,19,37844,527.0,1.3925589261177500,2
260,MP_9,16,Male,Metaphorical,7,4,4,1,3,0,1630,1435.0,88.03680981595090,0
261,MP_9,16,Male,Metaphorical,7,4,4,1,3,1,19754,9792.0,49.5697074010327,0
262,MP_9,16,Male,Metaphorical,7,4,4,1,3,2,8412,2663.0,31.657156443176400,0
263,MP_9,16,Male,Metaphorical,7,4,4,1,3,3,6234,2167.0,34.76098812961180,0
264,MP_9,16,Male,Metaphorical,7,4,4,1,3,4,2313,1617.0,69.90920881971470,0
265,MP_9,16,Male,Metaphorical,7,4,4,1,3,5,31881,5689.0,17.844484175527700,1
266,MP_9,16,Male,Metaphorical,7,4,4,1,3,6,2472,59.0,2.3867313915857600,1
267,MP_9,16,Male,Metaphorical,7,4,4,1,3,7,34828,6287.0,18.05156770414610,1
268,MP_9,16,Male,Metaphorical,7,4,4,1,3,8,11083,6490.0,58.55815212487590,1
269,MP_9,16,Male,Metaphorical,7,4,4,1,3,9,30442,13936.0,45.778858156494300,1
270,MP_9,16,Male,Metaphorical,7,4,4,1,3,10,21916,1263.0,5.762912940317580,1
271,MP_9,16,Male,Metaphorical,7,4,4,1,3,11,,,,1
272,MP_9,16,Male,Metaphorical,7,4,4,1,3,12,,,,1
273,MP_9,16,Male,Metaphorical,7,4,4,1,3,13,2784,0.0,0.0,1
274,MP_9,16,Male,Metaphorical,7,4,4,1,3,14,8057,586.0,7.273178602457490,1
275,MP_9,16,Male,Metaphorical,7,4,4,1,3,15,731,0.0,0.0,2
276,MP_9,16,Male,Metaphorical,7,4,4,1,3,16,12828,1490.0,11.61521671343940,2
277,MP_9,16,Male,Metaphorical,7,4,4,1,3,17,9463,988.0,10.440663637324300,2
278,MP_9,16,Male,Metaphorical,7,4,4,1,3,18,,,,2
279,MP_9,16,Male,Metaphorical,7,4,4,1,3,19,5155,502.0,9.73811833171678,2
280,MP_10,18,Male,Metaphorical,3,4,4,5,6,0,17404,2736.0,15.72052401746730,0
281,MP_10,18,Male,Metaphorical,3,4,4,5,6,1,33594,2882.0,8.578912901113290,0
282,MP_10,18,Male,Metaphorical,3,4,4,5,6,2,23646,3102.0,13.118497843187000,0
283,MP_10,18,Male,Metaphorical,3,4,4,5,6,3,41122,2130.0,5.1797091581148800,0
284,MP_10,18,Male,Metaphorical,3,4,4,5,6,4,6506,443.0,6.809099292960340,0
285,MP_10,18,Male,Metaphorical,3,4,4,5,6,5,21045,1586.0,7.536231884057970,1
286,MP_10,18,Male,Metaphorical,3,4,4,5,6,6,31284,0.0,0.0,1
287,MP_10,18,Male,Metaphorical,3,4,4,5,6,7,26004,2565.0,9.863867097369640,1
288,MP_10,18,Male,Metaphorical,3,4,4,5,6,8,26161,2446.0,9.349795497114030,1
289,MP_10,18,Male,Metaphorical,3,4,4,5,6,9,21566,2867.0,13.294074005378800,1
290,MP_10,18,Male,Metaphorical,3,4,4,5,6,10,15692,3166.0,20.175885801682400,1
291,MP_10,18,Male,Metaphorical,3,4,4,5,6,11,29433,4465.0,15.170047225902900,1
292,MP_10,18,Male,Metaphorical,3,4,4,5,6,12,38264,1829.0,4.779949822287270,1
293,MP_10,18,Male,Metaphorical,3,4,4,5,6,13,29790,1681.0,5.642833165491780,1
294,MP_10,18,Male,Metaphorical,3,4,4,5,6,14,16309,1336.0,8.19179594089153,1
295,MP_10,18,Male,Metaphorical,3,4,4,5,6,15,28349,379.0,1.336907827436590,2
296,MP_10,18,Male,Metaphorical,3,4,4,5,6,16,29880,1449.0,4.849397590361450,2
297,MP_10,18,Male,Metaphorical,3,4,4,5,6,17,30613,3299.0,10.776467513801300,2
298,MP_10,18,Male,Metaphorical,3,4,4,5,6,18,26935,3340.0,12.400222758492700,2
299,MP_10,18,Male,Metaphorical,3,4,4,5,6,19,18752,262.0,1.397184300341300,2
300,MP_11,19,Male,Metaphorical,4,3,3,5,5,0,18216,5301.0,29.100790513834000,0
301,MP_11,19,Male,Metaphorical,4,3,3,5,5,1,35143,2075.0,5.904447542896170,0
302,MP_11,19,Male,Metaphorical,4,3,3,5,5,2,21230,2152.0,10.136599152143200,0
